innings,over,ball,legal_ball_index,team_score,wickets_lost,balls_left,current_run_rate,required_run_rate,runs_needed,pressure_index,recent_runs_6,recent_wickets_12,is_powerplay,is_middle_overs,is_death_overs,batting_team_code,bowling_team_code,venue_code
1,0,1,1,1,0,119,6.0,0.0,0,0.21,1.0,0.0,1,0,0,8,16,23
1,0,2,2,1,0,118,3.0,0.0,0,0.42,1.0,0.0,1,0,0,8,16,23
1,0,3,3,2,0,117,4.0,0.0,0,0.63,2.0,0.0,1,0,0,8,16,23
1,0,4,4,2,0,116,3.0,0.0,0,0.83,2.0,0.0,1,0,0,8,16,23
1,0,5,5,2,0,115,2.4,0.0,0,1.04,2.0,0.0,1,0,0,8,16,23
1,0,6,6,2,0,114,2.0,0.0,0,1.25,2.0,0.0,1,0,0,8,16,23
1,0,7,6,3,0,114,3.0,0.0,0,1.25,2.0,0.0,1,0,0,8,16,23
1,1,1,7,3,0,113,2.5714285714285716,0.0,0,1.46,2.0,0.0,1,0,0,8,16,23
1,1,2,8,7,0,112,5.25,0.0,0,1.67,5.0,0.0,1,0,0,8,16,23
1,1,3,9,11,0,111,7.333333333333333,0.0,0,1.87,9.0,0.0,1,0,0,8,16,23
1,1,4,10,17,0,110,10.2,0.0,0,2.08,15.0,0.0,1,0,0,8,16,23
1,1,5,11,21,0,109,11.454545454545455,0.0,0,2.29,19.0,0.0,1,0,0,8,16,23
1,1,6,12,21,0,108,10.5,0.0,0,2.5,18.0,0.0,1,0,0,8,16,23
1,2,1,13,21,0,107,9.692307692307692,0.0,0,2.71,18.0,0.0,1,0,0,8,16,23
1,2,2,14,21,0,106,9.0,0.0,0,2.92,14.0,0.0,1,0,0,8,16,23
1,2,3,15,22,0,105,8.8,0.0,0,3.12,11.0,0.0,1,0,0,8,16,23
1,2,4,16,26,0,104,9.75,0.0,0,3.33,9.0,0.0,1,0,0,8,16,23
1,2,5,17,27,0,103,9.529411764705882,0.0,0,3.54,6.0,0.0,1,0,0,8,16,23
1,2,6,18,27,0,102,9.0,0.0,0,3.75,6.0,0.0,1,0,0,8,16,23
1,3,1,19,32,0,101,10.105263157894736,0.0,0,3.96,11.0,0.0,1,0,0,8,16,23
1,3,2,20,38,0,100,11.4,0.0,0,4.17,17.0,0.0,1,0,0,8,16,23
1,3,3,21,39,0,99,11.142857142857142,0.0,0,4.38,17.0,0.0,1,0,0,8,16,23
1,3,4,22,43,0,98,11.727272727272727,0.0,0,4.58,17.0,0.0,1,0,0,8,16,23
1,3,5,23,43,0,97,11.217391304347826,0.0,0,4.79,16.0,0.0,1,0,0,8,16,23
1,3,6,24,44,0,96,11.0,0.0,0,5.0,17.0,0.0,1,0,0,8,16,23
1,3,7,24,50,0,96,12.5,0.0,0,5.0,18.0,0.0,1,0,0,8,16,23
1,4,1,25,54,0,95,12.96,0.0,0,5.21,16.0,0.0,1,0,0,8,16,23
1,4,2,26,55,0,94,12.692307692307692,0.0,0,5.42,16.0,0.0,1,0,0,8,16,23
1,4,3,27,59,0,93,13.11111111111111,0.0,0,5.62,16.0,0.0,1,0,0,8,16,23
1,4,4,28,59,0,92,12.642857142857142,0.0,0,5.83,16.0,0.0,1,0,0,8,16,23
1,4,5,29,60,0,91,12.413793103448276,0.0,0,6.04,16.0,0.0,1,0,0,8,16,23
1,4,6,30,60,0,90,12.0,0.0,0,6.25,10.0,0.0,1,0,0,8,16,23
1,5,1,31,61,0,89,11.806451612903226,0.0,0,6.46,7.0,0.0,1,0,0,8,16,23
1,5,2,32,61,1,88,11.4375,0.0,0,9.67,6.0,1.0,1,0,0,8,16,23
1,5,3,33,61,1,87,11.090909090909092,0.0,0,9.88,2.0,1.0,1,0,0,8,16,23
1,5,4,34,61,1,86,10.764705882352942,0.0,0,10.08,2.0,1.0,1,0,0,8,16,23
1,5,5,35,61,1,85,10.457142857142857,0.0,0,10.29,1.0,1.0,1,0,0,8,16,23
1,5,6,36,61,1,84,10.166666666666666,0.0,0,10.5,1.0,1.0,1,0,0,8,16,23
1,6,1,37,62,1,83,10.054054054054054,0.0,0,10.71,1.0,1.0,0,1,0,8,16,23
1,6,2,38,63,1,82,9.947368421052632,0.0,0,10.92,2.0,1.0,0,1,0,8,16,23
1,6,3,39,64,1,81,9.846153846153847,0.0,0,11.12,3.0,1.0,0,1,0,8,16,23
1,6,4,40,66,1,80,9.9,0.0,0,11.33,5.0,1.0,0,1,0,8,16,23
1,6,5,41,67,1,79,9.804878048780488,0.0,0,11.54,6.0,1.0,0,1,0,8,16,23
1,6,6,42,68,1,78,9.714285714285714,0.0,0,11.75,7.0,1.0,0,1,0,8,16,23
1,7,1,43,68,1,77,9.488372093023257,0.0,0,11.96,6.0,1.0,0,1,0,8,16,23
1,7,2,44,69,1,76,9.409090909090908,0.0,0,12.17,6.0,0.0,0,1,0,8,16,23
1,7,3,45,70,1,75,9.333333333333334,0.0,0,12.38,6.0,0.0,0,1,0,8,16,23
1,7,4,46,71,1,74,9.26086956521739,0.0,0,12.58,5.0,0.0,0,1,0,8,16,23
1,7,5,47,72,1,73,9.191489361702128,0.0,0,12.79,5.0,0.0,0,1,0,8,16,23
1,7,6,48,73,1,72,9.125,0.0,0,13.0,5.0,0.0,0,1,0,8,16,23
1,8,1,49,73,1,71,8.938775510204081,0.0,0,13.21,5.0,0.0,0,1,0,8,16,23
1,8,2,50,73,1,70,8.76,0.0,0,13.42,4.0,0.0,0,1,0,8,16,23
1,8,3,51,73,1,69,8.588235294117647,0.0,0,13.63,3.0,0.0,0,1,0,8,16,23
1,8,4,52,74,1,68,8.538461538461538,0.0,0,13.83,3.0,0.0,0,1,0,8,16,23
1,8,5,53,75,1,67,8.49056603773585,0.0,0,14.04,3.0,0.0,0,1,0,8,16,23
1,8,6,54,77,1,66,8.555555555555555,0.0,0,14.25,4.0,0.0,0,1,0,8,16,23
1,9,1,55,78,1,65,8.50909090909091,0.0,0,14.46,5.0,0.0,0,1,0,8,16,23
1,9,2,56,79,1,64,8.464285714285714,0.0,0,14.67,6.0,0.0,0,1,0,8,16,23
1,9,3,57,80,1,63,8.421052631578947,0.0,0,14.88,7.0,0.0,0,1,0,8,16,23
1,9,4,58,80,1,62,8.275862068965518,0.0,0,15.08,6.0,0.0,0,1,0,8,16,23
1,9,5,59,86,1,61,8.745762711864407,0.0,0,15.29,11.0,0.0,0,1,0,8,16,23
1,9,6,60,87,1,60,8.7,0.0,0,15.5,10.0,0.0,0,1,0,8,16,23
1,10,1,61,88,1,59,8.655737704918034,0.0,0,15.71,10.0,0.0,0,1,0,8,16,23
1,10,2,62,92,1,58,8.903225806451612,0.0,0,15.92,13.0,0.0,0,1,0,8,16,23
1,10,3,63,92,1,57,8.761904761904763,0.0,0,16.12,12.0,0.0,0,1,0,8,16,23
1,10,4,64,98,1,56,9.1875,0.0,0,16.33,18.0,0.0,0,1,0,8,16,23
1,10,5,65,98,1,55,9.046153846153846,0.0,0,16.54,12.0,0.0,0,1,0,8,16,23
1,10,6,66,102,1,54,9.272727272727273,0.0,0,16.75,15.0,0.0,0,1,0,8,16,23
1,11,1,67,102,1,53,9.134328358208956,0.0,0,16.96,14.0,0.0,0,1,0,8,16,23
1,11,2,68,108,1,52,9.529411764705882,0.0,0,17.17,16.0,0.0,0,1,0,8,16,23
1,11,3,69,110,1,51,9.565217391304348,0.0,0,17.38,18.0,0.0,0,1,0,8,16,23
1,11,4,70,111,1,50,9.514285714285714,0.0,0,17.58,13.0,0.0,0,1,0,8,16,23
1,11,5,71,111,1,49,9.380281690140846,0.0,0,17.79,13.0,0.0,0,1,0,8,16,23
1,11,6,72,112,1,48,9.333333333333334,0.0,0,18.0,10.0,0.0,0,1,0,8,16,23
1,12,1,73,112,2,47,9.205479452054794,0.0,0,21.21,10.0,1.0,0,1,0,8,16,23
1,12,2,74,116,2,46,9.405405405405405,0.0,0,21.42,8.0,1.0,0,1,0,8,16,23
1,12,3,75,116,2,45,9.28,0.0,0,21.62,6.0,1.0,0,1,0,8,16,23
1,12,4,76,118,2,44,9.31578947368421,0.0,0,21.83,7.0,1.0,0,1,0,8,16,23
1,12,5,77,119,2,43,9.272727272727273,0.0,0,22.04,8.0,1.0,0,1,0,8,16,23
1,12,6,78,123,2,42,9.461538461538462,0.0,0,22.25,11.0,1.0,0,1,0,8,16,23
1,12,7,78,124,2,42,9.538461538461538,0.0,0,22.25,12.0,1.0,0,1,0,8,16,23
1,13,1,79,125,2,41,9.49367088607595,0.0,0,22.46,9.0,1.0,0,1,0,8,16,23
1,13,2,80,125,2,40,9.375,0.0,0,22.67,9.0,1.0,0,1,0,8,16,23
1,13,3,81,126,2,39,9.333333333333334,0.0,0,22.88,8.0,1.0,0,1,0,8,16,23
1,13,4,82,127,2,38,9.292682926829269,0.0,0,23.08,8.0,1.0,0,1,0,8,16,23
1,13,5,83,128,2,37,9.25301204819277,0.0,0,23.29,5.0,1.0,0,1,0,8,16,23
1,13,6,84,130,2,36,9.285714285714286,0.0,0,23.5,6.0,0.0,0,1,0,8,16,23
1,14,1,85,134,2,35,9.458823529411765,0.0,0,23.71,9.0,0.0,0,1,0,8,16,23
1,14,2,86,135,2,34,9.418604651162791,0.0,0,23.92,10.0,0.0,0,1,0,8,16,23
1,14,3,87,141,2,33,9.724137931034482,0.0,0,24.12,15.0,0.0,0,1,0,8,16,23
1,14,4,88,145,2,32,9.886363636363637,0.0,0,24.33,18.0,0.0,0,1,0,8,16,23
1,14,5,89,147,2,31,9.910112359550562,0.0,0,24.54,19.0,0.0,0,1,0,8,16,23
1,14,6,90,148,2,30,9.866666666666667,0.0,0,24.75,18.0,0.0,0,1,0,8,16,23
1,14,7,90,154,2,30,10.266666666666667,0.0,0,24.75,20.0,0.0,0,1,0,8,16,23
1,15,1,91,154,2,29,10.153846153846153,0.0,0,24.96,19.0,0.0,0,0,1,8,16,23
1,15,2,92,155,2,28,10.108695652173912,0.0,0,25.17,14.0,0.0,0,0,1,8,16,23
1,15,3,93,157,2,27,10.129032258064516,0.0,0,25.38,12.0,0.0,0,0,1,8,16,23
1,15,4,94,157,2,26,10.02127659574468,0.0,0,25.58,10.0,0.0,0,0,1,8,16,23
1,15,5,95,158,2,25,9.978947368421053,0.0,0,25.79,10.0,0.0,0,0,1,8,16,23
1,15,6,96,158,2,24,9.875,0.0,0,26.0,4.0,0.0,0,0,1,8,16,23
1,16,1,97,159,2,23,9.835051546391753,0.0,0,26.21,5.0,0.0,0,0,1,8,16,23
1,16,2,98,161,2,22,9.857142857142858,0.0,0,26.42,6.0,0.0,0,0,1,8,16,23
1,16,3,99,162,2,21,9.818181818181818,0.0,0,26.62,5.0,0.0,0,0,1,8,16,23
1,16,4,100,168,2,20,10.08,0.0,0,26.83,11.0,0.0,0,0,1,8,16,23
1,16,5,101,170,2,19,10.099009900990099,0.0,0,27.04,12.0,0.0,0,0,1,8,16,23
1,16,6,102,172,2,18,10.117647058823529,0.0,0,27.25,14.0,0.0,0,0,1,8,16,23
1,17,1,103,172,3,17,10.019417475728156,0.0,0,30.46,13.0,1.0,0,0,1,8,16,23
1,17,2,104,173,3,16,9.98076923076923,0.0,0,30.67,12.0,1.0,0,0,1,8,16,23
